Essay_ID,L1,CEFR,Model,Prompt,Overall_Score,Human_Score,Accuracy,Helpfulness,Specificity,Actionability,Pedagogical_Appropriateness,Socio_Affective_Tone,Error_Density,Lexical_Sophistication
383,Persian,B2,GPT-4o,Baseline,4.29052354942513,3.9131058652431236,4.374288296191094,4.357203775025888,4.189759723337934,4.369827312992034,4.366476269573296,4.042572557100838,0.3137339194850396,0.8502005964652682
383,Persian,B2,GPT-4o,FairnessAware,4.415883869404908,4.3074244275561835,4.333278487580858,4.53789270655616,4.327407828154604,4.236151978853959,4.451162552933355,4.378700592440675,0.5094199456503891,0.8904605344584119
383,Persian,B2,Claude 4,Baseline,4.3717470994047956,3.9492524536730036,4.650402099102721,4.620904348730807,4.397654975000562,4.313055149429778,4.331304086027257,4.329590808076022,0.11233518973931256,0.8924924463910086
383,Persian,B2,Claude 4,FairnessAware,4.319553246675336,3.9534834037297366,4.534989298491342,4.274260773190026,4.2268805815913195,4.550439452329899,4.308536777047083,4.432214203879297,0.4639259960656194,0.7437374265956109
383,Persian,B2,Gemini 2.5,Baseline,4.120549493007725,3.543310442697887,4.093728277310468,4.297454158675022,4.091822381037688,4.039991950243374,4.291181788133699,4.0740799301826565,0.3204195896430396,0.703987922989343
383,Persian,B2,Gemini 2.5,FairnessAware,4.140009841036492,3.9047823524227208,4.148960177342542,4.059197500111772,4.192754528216524,4.198097870832574,3.973690855446818,4.095592860058583,0.33070128803396154,0.928052464611608
384,Arabic,B1,GPT-4o,Baseline,4.2210757061785635,3.9415176541449455,4.216937688304083,4.200705635431464,4.2124381289585395,4.076398835172029,4.2290561258200094,4.434270652013059,0.6693811597778363,0.6821718468974968
384,Arabic,B1,GPT-4o,FairnessAware,4.205854353798735,3.6964484224551937,4.349886245336333,4.2231617375712585,4.128899850056658,4.373505455878846,3.9210201562292197,4.308037914487077,0.7651693170869506,0.6215570661991421
384,Arabic,B1,Claude 4,Baseline,3.817503098403285,3.5415740490518735,3.7638605634117765,3.7514325604128564,3.703120087239041,3.750846910997912,3.8501604154913185,3.7567684605818874,0.7570938589459396,0.8229096661062169
384,Arabic,B1,Claude 4,FairnessAware,4.080580056429432,3.01991395903167,4.071183533217787,3.986906765840368,4.030842083954407,4.299750529745096,4.065141316381104,4.233291643709094,0.7681571517588338,0.7466341144525694
384,Arabic,B1,Gemini 2.5,Baseline,3.1849527244723945,2.6467768078665506,3.3028881759638704,3.063249758763204,3.1358437221553728,3.3685379195057132,2.9721319385627507,3.0996178307722193,0.6675393415271116,0.5326859867467514
384,Arabic,B1,Gemini 2.5,FairnessAware,3.789208433815646,3.4568437676755845,3.840354437587773,3.660736741166235,3.776194228938506,3.710334401451461,3.6612971431726056,3.7527173657761796,0.8158476279803346,0.8494499861791286
385,Spanish,B1,GPT-4o,Baseline,4.209197331611701,3.733677520983382,4.123899430721171,4.195147517129823,4.180411690549764,4.276816754672021,4.264905055379715,4.318684931577021,0.4802603560531928,0.7323548124722448
385,Spanish,B1,GPT-4o,FairnessAware,4.340190791386987,3.8368910311987796,4.101465441586113,4.082330319049934,4.3615168831636115,4.412800000899852,4.44543782105134,4.338603960322667,0.34717301554241176,0.6904428487206973
385,Spanish,B1,Claude 4,Baseline,4.263808677769901,4.213633475746379,4.268163552162087,4.431096122990226,4.205008179817187,4.207633221590787,4.225138743789765,4.403029217222539,0.4889378088643079,0.6180479083845568
385,Spanish,B1,Claude 4,FairnessAware,4.300503112807229,4.270919142589396,4.229021003809255,4.130724497504716,4.269022916624054,4.336867066095164,4.143264285302761,4.418019062690356,0.5600770428013692,0.6143140051445173
385,Spanish,B1,Gemini 2.5,Baseline,3.8326657723707145,3.4662110446672885,3.7430757000830233,4.000749861734326,3.846605259851661,3.78822181509579,3.6799043727591343,3.8253316797402603,0.479654969454619,0.7372666640096391
385,Spanish,B1,Gemini 2.5,FairnessAware,4.126320465863266,3.619310146008606,4.065924314229742,3.8655969483006354,4.014791089243195,4.058896435802478,3.9703654599068345,4.115057577897835,0.6223997713631266,0.5923444175350912
386,Spanish,B2,GPT-4o,Baseline,4.166487446829193,3.995114329680279,4.237860074151699,4.35116963216047,4.332999249964402,4.297095835241156,4.246404202686028,4.267496393055092,0.4399493512766762,0.8267491904420202
386,Spanish,B2,GPT-4o,FairnessAware,4.397273489410868,3.757873759533005,4.500763336432426,4.305901036998776,4.177391161568753,4.43229666475928,4.225972348039459,4.519483633213164,0.28414494686147573,0.7823673636484416
386,Spanish,B2,Claude 4,Baseline,4.327175558123076,3.4574695922829597,4.454736163143975,4.363711917810376,4.20234118546816,4.321355680072387,4.440116839221324,4.320992382095069,0.3323253984511099,0.6563132522188158
386,Spanish,B2,Claude 4,FairnessAware,4.089770704358735,4.167625052537085,4.078382695577002,3.8665055977802387,4.1531020080247885,3.7536013211404007,3.987114340535272,4.045529181687536,0.0991513918036207,0.9022054346857519
386,Spanish,B2,Gemini 2.5,Baseline,3.889709370919225,3.4432155058220433,3.959286833579625,3.910018530411774,3.585639033824428,3.723316617017953,3.8202597336114597,3.868147187559792,0.33579322499151393,0.7372651298216646
386,Spanish,B2,Gemini 2.5,FairnessAware,3.9880890055524807,3.7974763161708123,3.935217553859287,3.959859493882634,4.023744558237156,3.9531763925930457,4.112330145836421,3.8392793071134426,0.4636028571819095,1.0
387,Spanish,C1,GPT-4o,Baseline,4.3141595907895365,3.7157085166961576,4.445511585406267,4.283435369464646,4.491833852693439,4.4734212110332505,4.475134791633272,4.262424577446507,0.4561784108935644,0.9825206305603966
387,Spanish,C1,GPT-4o,FairnessAware,4.643309266840379,4.242349945251905,4.823461098135957,4.821240906736307,4.50757300961248,4.87730502377789,4.547470607513085,4.62897434427842,0.35171657932738015,0.8559741635254012
387,Spanish,C1,Claude 4,Baseline,4.228591626200882,3.741113875344571,4.143642145799952,4.287405760079069,4.418280072631752,4.257616283756631,4.268917212442482,4.37916259995312,0.327720298153965,0.9306554682122324
387,Spanish,C1,Claude 4,FairnessAware,4.302820574142289,3.8253035385886633,4.24583269029398,4.381297874379353,4.423532261875949,4.1536271161790195,4.382026953804846,4.215627094231611,0.23667092454954947,0.7772960958423333
387,Spanish,C1,Gemini 2.5,Baseline,3.800549471759893,3.78249699485516,3.7726873804127368,3.8441077394247283,3.7794020197460534,3.6731303819151893,3.973901042962254,3.957857877384283,0.3946009690135025,0.9341509817862051
387,Spanish,C1,Gemini 2.5,FairnessAware,3.6896389040400615,3.205228851374937,3.5442459695407535,3.6076246967384047,3.7772628764689387,3.646489680940959,3.760912837935769,3.775463284408949,0.23634948905776013,0.9002347029794239
388,Spanish,C1,GPT-4o,Baseline,4.530931412977268,4.5021797071630285,4.4372410087393135,4.406912702698411,4.691588805281321,4.469127355665657,4.738672015273034,4.525552230017236,0.22286356561017653,0.7760803949497904
388,Spanish,C1,GPT-4o,FairnessAware,4.736665102617784,4.486680793932457,4.599341302267035,4.669717476852716,4.723274334221535,4.799819184277977,4.74929195626578,4.69377065154955,0.30323697773962993,0.9154792067794983
388,Spanish,C1,Claude 4,Baseline,4.144878531037253,3.785413713341987,4.16148372659483,4.034201041346416,4.079134313435838,3.97823121267511,4.160245406449621,3.9404350524708915,0.29740496614910716,0.9302096975892384
388,Spanish,C1,Claude 4,FairnessAware,4.31395974904613,4.15612987539156,4.388483308064491,4.138149074070852,4.398169292447139,4.236775952431338,4.3013246425132925,4.220533821442382,0.33624844856847863,0.9914066941244529
388,Spanish,C1,Gemini 2.5,Baseline,4.0104229218360965,3.6043677968997327,4.050488929402337,4.095129024082387,3.878719007815586,4.309855037367362,3.9953447398593807,4.152052629369082,0.37772972308098507,0.7859755645481571
388,Spanish,C1,Gemini 2.5,FairnessAware,3.6330379911785258,3.1713057436321805,3.6910064066858603,3.564766691303539,3.5301803213784892,3.6467181949331504,3.450210713283759,3.692812220075756,0.3423579501043964,0.8181493485443424
389,Chinese,B2,GPT-4o,Baseline,4.135936880630956,3.5155357055890573,4.120034840066339,4.116441833955037,4.018263787772673,4.272699325531,4.100846602460867,3.910287904074605,0.5276988163344697,0.7740434006847183
389,Chinese,B2,GPT-4o,FairnessAware,4.211256770707697,3.5400698333845484,3.9954900226748324,4.146964543472597,4.153844911751597,4.31087764611114,4.082323488688188,4.042600238718278,0.5197925946203616,0.8179514193664403
389,Chinese,B2,Claude 4,Baseline,3.8405719536277583,3.364373560247732,3.992593448031038,3.8775847570886612,3.826606482908774,3.8953464207385142,3.835986330591248,4.0154439027592455,0.3911224243311611,0.8005067974336274
389,Chinese,B2,Claude 4,FairnessAware,4.117883746282811,3.7909213647966125,3.746609593533453,4.087249350676508,4.119890053485035,4.250946667610982,4.100522850889239,4.048178145083115,0.4475431674233654,0.8475268664574831
389,Chinese,B2,Gemini 2.5,Baseline,3.5502252130497043,3.174999499246097,3.637733760386842,3.7863191735249906,3.530528528097246,3.45779578511804,3.3335450298899936,3.4448818012441493,0.7151066357685885,0.730050860341136
389,Chinese,B2,Gemini 2.5,FairnessAware,3.749074549364636,3.236148932005606,3.72693695520525,3.8688873380728976,3.8610513587906543,3.6782124605130067,3.5651654143692415,3.8295519520862173,0.7393329111580722,0.852165767877468
390,Arabic,B2,GPT-4o,Baseline,3.972830737014651,3.699320801304175,3.8279023538411217,4.11076648099602,3.954506194174736,4.055595610237344,4.024145365939136,4.088201025927719,0.8172205659314477,0.7071919200740863
390,Arabic,B2,GPT-4o,FairnessAware,4.053019013086301,3.6442630025259075,3.9231161560694883,4.091678501205677,4.042538927822474,4.2232755467593,3.7864882532876014,4.004192304194645,0.5719581541204765,0.7871494333626211
390,Arabic,B2,Claude 4,Baseline,4.233769882757259,3.567354694461153,4.450240500251111,4.142725927615766,4.378265383533543,4.201949113834767,4.49484090519539,4.206747506114975,0.4058814376902938,0.8026729788130341
390,Arabic,B2,Claude 4,FairnessAware,4.038841194957684,4.158960182548018,4.01233009952053,3.829033008543575,4.070566098629695,3.9284918501322506,3.7830043087210363,4.02614985455755,0.6379229580619123,0.921194796050684
390,Arabic,B2,Gemini 2.5,Baseline,3.711250388504118,3.1858848263804376,3.7532429490553434,3.775719764197593,3.613665797157444,3.5574520299072496,3.8072217550852825,3.9876497548568564,0.5585146298660821,0.8122294983011312
390,Arabic,B2,Gemini 2.5,FairnessAware,3.9873162630644803,4.066565819089369,3.955715096639945,4.077432421931837,4.156980566398211,3.9758159674455733,3.8493549767286535,3.9496885544894407,0.6150173822496076,0.8692130208814528
391,Spanish,B1,GPT-4o,Baseline,4.455639988453767,4.378662201170575,4.429996804567204,4.478430390081791,4.662954226484801,4.58824047620971,4.507727665657431,4.487964309991964,0.4789160559261276,0.5289579740339548
391,Spanish,B1,GPT-4o,FairnessAware,4.5476672512114495,4.646418891937328,4.473362885375227,4.6908438173363125,4.759157597524136,4.565728321270964,4.652613683472899,4.338498216094196,0.7136452391135919,0.671033352241672
391,Spanish,B1,Claude 4,Baseline,4.2444695421706164,3.5281737483403464,4.235285248561598,4.46621089774931,4.2919377192138235,4.275825244972362,4.446890742433794,4.215930608024681,0.5453455901864912,0.8503042993036483
391,Spanish,B1,Claude 4,FairnessAware,4.1608863268398375,3.832759297030878,4.028142948873011,4.222045354443318,4.122754692919739,4.04528580967901,4.250856266466425,4.153581488454517,0.5146432080138778,0.5682448734968254
391,Spanish,B1,Gemini 2.5,Baseline,3.7744414284221968,3.894050597383037,3.8481814661343887,3.82555574160833,3.956466078214612,3.6622540681954368,3.5584422189402742,3.938809647016314,0.5210320812354866,0.5404100950835208
391,Spanish,B1,Gemini 2.5,FairnessAware,3.686689430463832,3.4264657759115806,3.940870787662292,3.7832900472316062,3.701816247607594,3.832478241366712,3.7443137415338223,3.454820469766047,0.6339385325696884,0.4963430300299202
392,Arabic,B2,GPT-4o,Baseline,4.203158747727434,3.6517872945152727,4.244584093426503,4.119678595788694,4.4121106255195945,4.260839916951594,4.4324753721303685,4.097762585013238,0.5113471667281277,0.8230379566017823
392,Arabic,B2,GPT-4o,FairnessAware,3.9654569433341993,3.6436998712937156,4.0660432057848235,3.931539046452533,3.9519016242996168,4.162881654887814,3.9269430020988145,3.919583200283923,0.6247151509472036,0.6449893820789733
392,Arabic,B2,Claude 4,Baseline,4.208587454276956,3.71196568270934,4.044216698219853,4.164740523974679,4.30714508877904,4.386403925454242,4.051812081475562,4.167430075612553,0.6362609860309475,0.7310512249421068
392,Arabic,B2,Claude 4,FairnessAware,4.19172223639777,3.495110634329621,3.9849445507620485,3.805818797179477,4.488064673483683,4.07127386930179,3.9052179571688863,4.2131859660186635,0.47635974180083135,0.7565721568439339
392,Arabic,B2,Gemini 2.5,Baseline,3.3850852538318734,2.8387325644853516,3.351136224042413,3.397526279497967,3.4813996239324854,3.419688685770199,3.596950801247015,3.3261060717606736,0.3927454670618549,0.8292564659956018
392,Arabic,B2,Gemini 2.5,FairnessAware,3.6143086202951604,3.478083022359737,3.7324685186084325,3.613284841954403,3.4258947372489645,3.7043049121058917,3.531184716789805,3.734234946582579,0.6766125284229205,0.7969586004325425
393,Spanish,B1,GPT-4o,Baseline,4.2061508112586585,4.638865799076516,4.168254759968102,4.156035707096135,4.337408869694922,4.074865986167452,4.116223643090324,4.126709320674376,0.5911331683116625,0.7083775157304213
393,Spanish,B1,GPT-4o,FairnessAware,4.227150781716385,3.8468175089603736,4.203265699489581,4.263809440481087,4.072699334498797,4.137847510466242,4.168169661888153,4.126366576236123,0.6616357402520587,0.8826254509793148
393,Spanish,B1,Claude 4,Baseline,3.8326390853505017,3.374290542134903,3.5374206117697122,3.881457434666563,3.9416405997139012,3.834535212333781,3.9653257464141407,3.9942763835188795,0.4653523804424504,0.49913108901608083
393,Spanish,B1,Claude 4,FairnessAware,4.3789997503162414,3.615993322753993,4.408994041275174,4.437929393225475,4.331004050236448,4.495602914274026,4.432306219016702,4.3581169016856025,0.4221275808043156,0.5874315664371235
393,Spanish,B1,Gemini 2.5,Baseline,4.026237093052115,4.218337847106818,3.8862846404548375,4.008139601397674,4.187398153783862,4.135120636466771,4.064215704500192,4.096336753565079,0.4623890534295701,0.7977886557048247
393,Spanish,B1,Gemini 2.5,FairnessAware,3.508540012532757,3.0085768063520124,3.6695295508473187,3.4288138607777507,3.430503844955099,3.650438036032085,3.598001546149493,3.5219621601451925,0.4673607600073585,0.7521118893341716
394,Spanish,C1,GPT-4o,Baseline,4.523286913225274,4.598412487053704,4.609955934131488,4.484324311416687,4.621680571093976,4.6076721642421035,4.723822114182605,4.454177220482641,0.2366085374314369,0.758258483155626
394,Spanish,C1,GPT-4o,FairnessAware,4.86287646427944,4.419266239905165,4.911815996885991,4.860158508501354,4.645833236721336,4.772688220050185,4.821137053252033,4.882707886116725,0.37380075630607057,0.8863956645487083
394,Spanish,C1,Claude 4,Baseline,4.422027222954508,4.27715388742858,4.239308057459607,4.371404507746212,4.501906701943595,4.3662911275089025,4.517098457437857,4.361493993410812,0.2624064854495467,0.9879729584109654
394,Spanish,C1,Claude 4,FairnessAware,4.329817970854785,3.8116266494694635,4.346949827659748,4.18902559578764,4.209589421265321,4.2106212659324065,4.355078481979626,4.305888288180357,0.23592058739392802,0.8542743159136126
394,Spanish,C1,Gemini 2.5,Baseline,3.892109137985407,3.2719250744194985,4.025694172922555,3.886006559282226,3.7179409253048465,3.656709444879082,3.8603361348835907,4.004059918789421,0.3952337011510526,0.7876412151341098
394,Spanish,C1,Gemini 2.5,FairnessAware,3.752254432837244,3.693178000391941,3.7285534055856404,3.696967426539684,3.8739401274811707,3.799032877695019,3.525432180846592,3.7807008932329,0.172876452296784,1.0
395,Chinese,B2,GPT-4o,Baseline,3.876460645256949,3.2241539626115063,3.853156970086637,3.976992427085662,3.9373247144305625,3.9905331896842475,3.879556868175631,4.082436216623194,0.6452711331194484,0.8506330559147964
395,Chinese,B2,GPT-4o,FairnessAware,4.17470501835266,3.6107985363381183,4.027425952258687,4.059923052745073,4.204033791324108,4.2331592439735415,3.850505142474932,4.256588539139045,0.5536754722597252,0.8952608984417526
395,Chinese,B2,Claude 4,Baseline,4.065100765224981,3.2937444877177304,4.086394474072487,4.00845171550636,3.989285794416975,4.154005283321661,4.129275916677317,3.9337574265365873,0.5670742250414832,1.0
395,Chinese,B2,Claude 4,FairnessAware,3.8283489140111913,2.7701601416422457,3.874023294178747,3.9895014734890597,3.621464001217782,3.7330508353166953,3.9051769565567325,3.8041988827586426,0.4810098696955104,0.8745261723591191
395,Chinese,B2,Gemini 2.5,Baseline,3.604279074236419,2.7105166252139394,3.7824637628112185,3.5360574074752003,3.451260424024737,3.6017824405783037,3.628455928383527,3.62477083840039,0.5353926866685935,1.0
395,Chinese,B2,Gemini 2.5,FairnessAware,3.557040779997721,2.834402341536529,3.590701862077882,3.540278222774699,3.8621606730833054,3.5694644184556097,3.588975640200425,3.72523263068206,0.48895564641885014,0.9212045732128802
396,Chinese,C1,GPT-4o,Baseline,4.1938121647594055,3.5454337395821187,4.106169816190729,4.2856963568461515,3.925743368938962,4.227111786817062,4.184760313426393,4.232535363298689,0.5081458875502795,1.0
396,Chinese,C1,GPT-4o,FairnessAware,4.736468558388379,3.919328685231131,4.686028586250349,4.594942501328574,4.8035655237468555,4.689567536219004,4.758393386442968,4.640631076418692,0.41292896924033917,0.9027743957206603
396,Chinese,C1,Claude 4,Baseline,4.239762306667166,3.729141200409538,4.125116563394484,4.18218758312565,4.055343028498902,4.306497748887947,4.3670178406490345,4.168578278740982,0.389736361011538,0.8886867372021062
396,Chinese,C1,Claude 4,FairnessAware,3.9780768655276866,3.185907738847962,4.064642586404525,4.030914937143572,3.9801238272448503,3.818513537198386,3.733063783846312,3.918955585240314,0.602891116882775,0.8152088817368373
396,Chinese,C1,Gemini 2.5,Baseline,3.7308678449534955,3.16909033988954,3.5414364983412,3.926854619111627,3.6435353101945966,3.7811105254399653,3.622892646265238,3.6983506256976852,0.4106631799453907,0.8494501643086353
396,Chinese,C1,Gemini 2.5,FairnessAware,3.572167414824886,3.514240671533945,3.691317282681851,3.6532051773191245,3.4580612908242,3.641524157222498,3.727871831516965,3.6230313002508723,0.5284380723489347,1.0
397,Spanish,B2,GPT-4o,Baseline,4.343118772360948,4.468905377098027,4.478490925153575,4.4609811324478486,4.437725483931872,4.4436715635577135,4.464383517008171,4.4977061905908915,0.4444971286596043,0.6751766573172244
397,Spanish,B2,GPT-4o,FairnessAware,4.394036965675724,4.338557328538763,4.367146325254613,4.211320059793745,4.277778932579604,4.409974883621967,4.457338270104678,4.315969864649845,0.3972268940068425,0.733509609538544
397,Spanish,B2,Claude 4,Baseline,3.9221600560544463,4.085324604370397,4.067626517639145,4.087258714438392,4.057163594648067,4.033443593295724,3.9567098843193023,3.8039289592738963,0.46114105072426825,0.8789360028313912
397,Spanish,B2,Claude 4,FairnessAware,3.896600160399924,3.5777818097375,3.95573251090079,3.871175015003482,3.9084564817611724,3.7707961632026374,3.89289293904617,3.7191955313375233,0.16131524134593345,0.7272570672384617
397,Spanish,B2,Gemini 2.5,Baseline,3.758273941722858,3.7646347576332895,4.075705777343345,4.110430494999445,3.6801871623608045,3.759678041119333,3.787299934353018,3.7363983540324006,0.276912548430609,0.8665498868163833
397,Spanish,B2,Gemini 2.5,FairnessAware,3.9993813090501398,3.7567582691502324,3.9084043376837334,4.002743951017777,3.971739831947084,4.118756141516695,4.140152691103548,3.99940905356895,0.41822951099035566,0.8669793428618486
398,Persian,C1,GPT-4o,Baseline,4.737941400451487,4.695078300721013,4.948185484607016,4.9171245856937045,4.737070415190219,4.820887825956227,4.650622978898476,4.722341026632363,0.1849007801065738,0.856879635382733
398,Persian,C1,GPT-4o,FairnessAware,4.99897012394536,4.578849942425028,5.0,4.824250881563929,4.8956576830566805,4.879009481319092,4.84023757778632,5.0,0.23038660240765296,0.6496603999006003
398,Persian,C1,Claude 4,Baseline,4.432412116111345,3.9394080326062184,4.489153566973865,4.4347400307905485,4.386752983841856,4.502168643304771,4.204680673718928,4.337914689672335,0.4140841177239917,0.9566914968937841
398,Persian,C1,Claude 4,FairnessAware,4.189916636438361,3.6317482249653676,4.425046482543058,4.082548712204917,4.177383238609107,4.1946327464778745,4.0395888417567924,4.2552982843661145,0.35564947840049216,0.8860434209885609
398,Persian,C1,Gemini 2.5,Baseline,4.005417353194933,4.046992995382696,4.122661947149449,4.069487954317282,4.068179251330912,4.061075141539596,4.131666019751765,4.1047717241442845,0.33729113920413534,0.9966715459381665
398,Persian,C1,Gemini 2.5,FairnessAware,4.034612715952007,3.5476431764186587,3.8170448860889974,4.216158662332414,4.204860034658921,3.9540139182495797,3.9144668682102237,4.04989820055643,0.16197254846896866,1.0
399,Spanish,B1,GPT-4o,Baseline,4.1871621984416265,3.7262949002222543,4.305217951710648,4.257784259170927,3.977104808955999,4.345296627094019,4.235233728991327,4.069201647335772,0.5713207510533073,0.7855786226332835
399,Spanish,B1,GPT-4o,FairnessAware,4.272696961035572,3.95041488275104,4.319531440901092,4.284246117187584,4.358987782433937,4.193637084240451,4.647344409950044,4.454572228037453,0.62107846236308,0.815287699579543
399,Spanish,B1,Claude 4,Baseline,4.065953569022404,3.7432825670464944,3.955258963788202,4.111672762028835,4.078157878737935,4.178221225101319,3.9219366372666147,4.079573872349005,0.3798179026214139,0.7851942531404528
399,Spanish,B1,Claude 4,FairnessAware,4.0500187506252985,3.6417480162286826,4.01997862657759,4.174647338954678,4.110048665848375,4.2642181108594075,3.803268115081627,3.916935304670274,0.46109080532557095,0.6464714870162165
399,Spanish,B1,Gemini 2.5,Baseline,3.5724128390005614,3.236766283541391,3.5998310715777664,3.5969583716665294,3.6545140570261134,3.533454194389596,3.615191905935888,3.665641183540801,0.41759035283059937,0.8561684961024654
399,Spanish,B1,Gemini 2.5,FairnessAware,3.9138015083503004,3.235202871087409,3.9066607466847962,3.865042827153593,3.88347030482641,3.849978566707255,3.8763007413017974,3.8393488978786983,0.37903899761794757,0.7929973145019229
400,Arabic,C1,GPT-4o,Baseline,4.339935974522533,3.5327568593903926,4.185825633496839,4.250271111519764,4.459341742037457,4.31294256157756,4.227648297842659,4.238354345597298,0.59765649489648,0.9413627912190292
400,Arabic,C1,GPT-4o,FairnessAware,4.435145186862634,4.053211005569061,4.56275947984512,4.346850506002935,4.264433993619005,4.291129476694262,4.249728926352088,4.4491257278160194,0.5283704236166517,0.8068280104939589
400,Arabic,C1,Claude 4,Baseline,3.8523867393996563,3.761530070462078,3.923169694519081,4.123985483300694,3.866799991117851,3.7882514473387827,3.9866789498568056,3.735187082455086,0.5596470882558757,0.9509994128006555
400,Arabic,C1,Claude 4,FairnessAware,4.165375508404984,4.1121966737680395,4.268115030875013,4.111548758509898,4.3671288023781925,4.252497117166369,4.167854475038736,4.16984768883898,0.5947645403313453,0.8620147429957916
400,Arabic,C1,Gemini 2.5,Baseline,4.020675019694419,3.5407461067819574,3.996560368047028,4.055589776084929,3.812119397820445,3.8839767949711477,3.9206746359231475,3.93151250389621,0.6504826113619937,0.8670911585182838
400,Arabic,C1,Gemini 2.5,FairnessAware,3.910458964021226,3.278333532679448,4.135730070097336,3.9236829516991785,3.814925361270344,3.7879072043234006,3.845739421153903,3.968727643028978,0.5979992945698519,0.7835365814242288
401,Persian,B2,GPT-4o,Baseline,4.274491999489513,4.305455134280414,4.448609971419804,4.206849867994691,4.474350734938182,4.036198439469015,4.419560959881444,4.2567477327127285,0.4315518823447403,0.7838208068462422
401,Persian,B2,GPT-4o,FairnessAware,4.713841470853184,3.9539346294500293,4.730908546770331,4.885431540121646,4.705340049568903,4.534630005723609,4.811241355313332,4.88238933433763,0.6469461882707797,0.7711370696403488
401,Persian,B2,Claude 4,Baseline,4.009226191851872,3.6543192760040015,3.985446154779658,3.8992861713899214,4.120576146668192,4.008606722149608,4.068733174061967,3.8322747752510633,0.39355975977496316,0.7831852257084277
401,Persian,B2,Claude 4,FairnessAware,4.507292867065968,4.364103956227223,4.589090857102613,4.494799509314621,4.364670151013626,4.558325076408868,4.419330271554659,4.437331937019689,0.5110096513404336,0.8368751195149883
401,Persian,B2,Gemini 2.5,Baseline,3.60900982021961,3.6287241107503783,3.493110014778592,3.4771858322620437,3.8093500331888954,3.711520805464485,3.6329123565956505,3.6977957846024547,0.5104985565540504,0.7006459631632412
401,Persian,B2,Gemini 2.5,FairnessAware,4.241508175574644,3.7686504444487117,4.481562236187687,4.251186983208894,4.062344906911997,4.308347713157686,4.2348271100106,4.209066596673427,0.4306875808500141,0.7803950176596857
402,Arabic,C1,GPT-4o,Baseline,4.459813449787758,3.8231981484601905,4.448656745219284,4.669062190788722,4.424060607402005,4.359044535373257,4.461000264004703,4.431042139922549,0.5850086101608241,0.7282603247583432
402,Arabic,C1,GPT-4o,FairnessAware,4.504438512210145,3.5665604831037405,4.518351101145575,4.569199651876621,4.494512092945385,4.446043167351865,4.4507881477995355,4.545240133609647,0.5467012170022929,0.9896364169505643
402,Arabic,C1,Claude 4,Baseline,4.368699638711798,4.146241966035128,4.406634885480017,4.329255797226396,4.3721258915203824,4.460503886358146,4.342409556594078,4.432635541052859,0.540613060800445,0.9097694391841858
402,Arabic,C1,Claude 4,FairnessAware,4.058383118899595,3.5362789637096355,4.015283075580622,4.129908161323249,4.191428499011738,3.999695191863167,3.9154979875646494,4.080731006551241,0.5722076436663581,0.8484602862984941
402,Arabic,C1,Gemini 2.5,Baseline,3.8382080345678875,3.3687079426094835,3.866378835704741,3.8839840968901385,3.8790912491208687,3.8206048493325655,3.9434112463002604,3.829202162853223,0.46412443802005715,0.7917071802151403
402,Arabic,C1,Gemini 2.5,FairnessAware,4.054738573999533,3.5562190381314602,4.02843150341906,3.8881323024044026,3.951991172577583,4.167972766977423,4.0278071868675465,3.8630583188600855,0.5874285217940287,0.8683213179801158
403,Arabic,B2,GPT-4o,Baseline,4.142877812966301,3.414752748910435,4.124382513567369,4.131371366348527,4.126664825436748,3.946280811547253,4.212196580697335,4.255562203182994,0.7764109261846055,0.6998396676072776
403,Arabic,B2,GPT-4o,FairnessAware,4.657153283844073,5.0,4.674743317862458,4.567290915022421,4.555969723585068,4.498632142496975,4.8128695419282135,4.721833444569116,0.6746440882986594,0.8249927737543675
403,Arabic,B2,Claude 4,Baseline,4.098900769920726,3.794553288057478,3.920723069316858,4.009869504796624,4.202288214123711,4.182664415928841,4.255789756739953,4.042051022945458,0.5492797871849535,0.887928321372852
403,Arabic,B2,Claude 4,FairnessAware,4.186736267392846,3.6480256724036755,4.245750127991965,4.138272758887362,4.274806772031107,4.269368985477145,4.141031880462455,4.143160021859423,0.553137373207965,0.8826446332056537
403,Arabic,B2,Gemini 2.5,Baseline,3.7037716097097273,2.9590520241392517,3.6035683118888517,3.7253220152423143,3.694524515558074,3.8622721784186758,3.716809331632807,3.888280897819467,0.5553131454369649,0.7057077050454478
403,Arabic,B2,Gemini 2.5,FairnessAware,3.245065589207818,2.9664905450514465,3.336490273073607,3.332838285924478,3.2764233237393467,3.2772688294804917,3.3208300354976594,3.0463758851055753,0.6188404044847713,0.8284264514835059
404,Chinese,C1,GPT-4o,Baseline,4.218756180286209,3.661498206635996,4.267730131677848,4.360808727744493,4.118452897983185,4.196123594259218,4.119484075281912,4.090908234697377,0.4446925852181597,1.0
404,Chinese,C1,GPT-4o,FairnessAware,4.224105880074025,3.303356340820921,4.033050921562658,4.318067837177023,4.122438425167074,4.0646964459939765,4.269972396523889,4.26966269434233,0.3815551572170376,1.0
404,Chinese,C1,Claude 4,Baseline,4.093579989612343,4.120472195034323,4.080938722453729,4.243627542238896,3.9927186365210607,4.0206220193724755,4.3720402371687035,4.146062815574428,0.45053787832974196,0.6706071075386568
404,Chinese,C1,Claude 4,FairnessAware,3.91211747523286,3.112347916646893,4.040167116119063,3.9103144060396393,3.8192725848991955,3.7126565570350296,3.9755043251548403,3.92631112396467,0.5089907886150953,0.9592948096519067
