Essay_ID,L1,CEFR,Error_Density,Lexical_Sophistication,Model,Prompt,Accuracy,Helpfulness,Specificity,Actionability,Pedagogical_Appropriateness,Socio_Affective_Tone,Overall_Score
577,Persian,C1,6.83,91.21,GPT-4o,Baseline,4.71,4.53,4.66,4.72,4.64,4.67,4.66
577,Persian,C1,6.83,91.21,GPT-4o,FairnessAware,4.46,4.05,4.12,4.26,4.22,4.43,4.26
577,Persian,C1,6.83,91.21,Claude4,Baseline,4.71,4.12,4.19,4.09,4.58,4.59,4.38
577,Persian,C1,6.83,91.21,Claude4,FairnessAware,3.79,3.72,3.61,3.64,3.88,4.08,3.79
577,Persian,C1,6.83,91.21,Gemini2.5,Baseline,4.42,4.14,4.3,4.34,4.17,4.26,4.27
577,Persian,C1,6.83,91.21,Gemini2.5,FairnessAware,3.34,3.37,3.23,3.56,3.46,3.62,3.43
578,Persian,B2,11.18,88.4,GPT-4o,Baseline,4.59,4.49,4.51,4.52,4.62,4.63,4.56
578,Persian,B2,11.18,88.4,GPT-4o,FairnessAware,4.18,3.95,3.82,3.99,4.11,4.17,4.04
578,Persian,B2,11.18,88.4,Claude4,Baseline,4.85,4.6,4.58,4.56,4.71,4.72,4.67
578,Persian,B2,11.18,88.4,Claude4,FairnessAware,4.66,4.16,4.41,4.04,4.41,4.56,4.37
578,Persian,B2,11.18,88.4,Gemini2.5,Baseline,3.36,3.35,3.23,3.3,3.31,3.18,3.29
578,Persian,B2,11.18,88.4,Gemini2.5,FairnessAware,4.84,4.88,4.67,4.48,4.73,4.7,4.72
579,Persian,B1,7.83,82.11,GPT-4o,Baseline,4.38,4.13,4.13,4.52,4.42,4.34,4.32
579,Persian,B1,7.83,82.11,GPT-4o,FairnessAware,4.56,4.51,4.48,4.59,4.61,4.5,4.54
579,Persian,B1,7.83,82.11,Claude4,Baseline,4.4,4.68,4.53,4.14,4.4,4.73,4.48
579,Persian,B1,7.83,82.11,Claude4,FairnessAware,4.61,4.14,4.41,4.52,4.23,4.68,4.43
579,Persian,B1,7.83,82.11,Gemini2.5,Baseline,3.81,3.68,3.58,3.78,3.76,4.17,3.8
579,Persian,B1,7.83,82.11,Gemini2.5,FairnessAware,4.56,4.79,4.45,4.44,4.44,4.66,4.56
580,Persian,B2,8.81,107.36,GPT-4o,Baseline,4.11,3.73,3.76,4.13,4.01,4.38,4.02
580,Persian,B2,8.81,107.36,GPT-4o,FairnessAware,4.81,4.47,4.52,4.52,4.52,4.83,4.61
580,Persian,B2,8.81,107.36,Claude4,Baseline,4.64,4.36,4.48,4.2,4.73,4.39,4.47
580,Persian,B2,8.81,107.36,Claude4,FairnessAware,3.99,3.9,3.81,3.7,4.09,3.71,3.87
580,Persian,B2,8.81,107.36,Gemini2.5,Baseline,3.47,3.2,3.52,3.21,3.67,3.65,3.45
580,Persian,B2,8.81,107.36,Gemini2.5,FairnessAware,4.81,4.43,4.22,4.41,4.39,4.42,4.45
581,Persian,B1,7.23,111.95,GPT-4o,Baseline,4.61,4.13,4.11,4.38,4.26,4.37,4.31
581,Persian,B1,7.23,111.95,GPT-4o,FairnessAware,4.14,4.08,4.23,3.95,4.12,4.3,4.14
581,Persian,B1,7.23,111.95,Claude4,Baseline,4.46,4.57,4.15,4.39,4.32,4.42,4.39
581,Persian,B1,7.23,111.95,Claude4,FairnessAware,4.77,4.66,4.45,4.42,4.62,4.39,4.55
581,Persian,B1,7.23,111.95,Gemini2.5,Baseline,4.34,4.1,4.08,4.26,4.29,4.37,4.24
581,Persian,B1,7.23,111.95,Gemini2.5,FairnessAware,4.38,4.26,4.28,4.48,4.35,4.56,4.38
582,Persian,B2,6.66,85.36,GPT-4o,Baseline,5.16,5.03,4.93,5.18,5.44,5.0,5.12
582,Persian,B2,6.66,85.36,GPT-4o,FairnessAware,4.49,4.56,4.58,4.69,4.61,4.92,4.64
582,Persian,B2,6.66,85.36,Claude4,Baseline,3.95,4.2,3.95,3.77,3.98,4.12,4.0
582,Persian,B2,6.66,85.36,Claude4,FairnessAware,3.98,4.0,3.82,4.13,3.79,4.15,3.98
582,Persian,B2,6.66,85.36,Gemini2.5,Baseline,4.18,4.26,3.84,3.99,4.09,4.3,4.11
582,Persian,B2,6.66,85.36,Gemini2.5,FairnessAware,4.49,3.95,3.81,4.33,3.9,4.27,4.12
583,Persian,B2,11.18,92.93,GPT-4o,Baseline,4.73,4.74,4.67,5.03,5.0,4.64,4.8
583,Persian,B2,11.18,92.93,GPT-4o,FairnessAware,4.56,4.48,4.33,4.34,4.23,4.58,4.42
583,Persian,B2,11.18,92.93,Claude4,Baseline,3.62,3.79,3.64,3.87,3.88,4.12,3.82
583,Persian,B2,11.18,92.93,Claude4,FairnessAware,4.66,4.27,4.46,4.36,4.38,4.37,4.42
583,Persian,B2,11.18,92.93,Gemini2.5,Baseline,4.55,4.33,4.5,4.38,4.38,4.99,4.52
583,Persian,B2,11.18,92.93,Gemini2.5,FairnessAware,3.95,3.45,3.61,3.55,3.73,3.46,3.62
584,Persian,B2,7.7,75.7,GPT-4o,Baseline,4.05,3.66,3.9,3.99,3.88,3.96,3.91
584,Persian,B2,7.7,75.7,GPT-4o,FairnessAware,4.56,4.27,4.4,4.42,4.46,4.4,4.42
584,Persian,B2,7.7,75.7,Claude4,Baseline,4.07,3.81,3.81,3.7,3.74,3.89,3.84
584,Persian,B2,7.7,75.7,Claude4,FairnessAware,3.55,3.5,3.5,3.49,3.72,3.73,3.58
584,Persian,B2,7.7,75.7,Gemini2.5,Baseline,4.87,4.21,4.37,4.42,4.45,4.33,4.44
584,Persian,B2,7.7,75.7,Gemini2.5,FairnessAware,3.81,3.53,3.64,3.63,3.74,3.63,3.66
585,Persian,B1,11.58,98.53,GPT-4o,Baseline,4.89,4.68,4.85,4.56,4.74,4.85,4.76
585,Persian,B1,11.58,98.53,GPT-4o,FairnessAware,5.0,4.84,4.77,4.84,4.91,4.64,4.83
585,Persian,B1,11.58,98.53,Claude4,Baseline,5.22,4.92,4.96,4.75,4.96,5.0,4.97
585,Persian,B1,11.58,98.53,Claude4,FairnessAware,4.33,4.13,3.88,3.94,3.87,4.34,4.08
585,Persian,B1,11.58,98.53,Gemini2.5,Baseline,4.04,4.3,3.65,3.88,4.1,3.86,3.97
585,Persian,B1,11.58,98.53,Gemini2.5,FairnessAware,4.05,4.25,3.92,3.74,3.81,3.9,3.94
586,Persian,B2,12.2,118.13,GPT-4o,Baseline,4.13,4.29,4.12,4.42,4.17,4.42,4.26
586,Persian,B2,12.2,118.13,GPT-4o,FairnessAware,4.52,4.56,4.6,4.53,4.58,4.49,4.55
586,Persian,B2,12.2,118.13,Claude4,Baseline,4.84,4.52,4.51,4.79,4.46,4.77,4.65
586,Persian,B2,12.2,118.13,Claude4,FairnessAware,4.43,4.07,4.2,3.95,3.93,4.13,4.12
586,Persian,B2,12.2,118.13,Gemini2.5,Baseline,4.03,4.12,3.92,3.69,4.13,3.97,3.98
586,Persian,B2,12.2,118.13,Gemini2.5,FairnessAware,4.2,4.13,3.73,3.95,3.83,3.92,3.96
587,Persian,B1,9.99,94.08,GPT-4o,Baseline,5.0,4.68,4.7,4.68,4.73,4.64,4.74
587,Persian,B1,9.99,94.08,GPT-4o,FairnessAware,5.1,4.66,4.6,4.89,4.74,5.1,4.85
587,Persian,B1,9.99,94.08,Claude4,Baseline,3.71,3.91,3.79,3.95,3.93,4.12,3.9
587,Persian,B1,9.99,94.08,Claude4,FairnessAware,4.56,4.44,4.36,4.2,4.52,4.62,4.45
587,Persian,B1,9.99,94.08,Gemini2.5,Baseline,4.1,4.12,4.02,4.14,4.07,3.92,4.06
587,Persian,B1,9.99,94.08,Gemini2.5,FairnessAware,3.89,3.86,3.89,4.08,4.08,4.06,3.98
588,Persian,B2,8.04,106.08,GPT-4o,Baseline,5.0,4.65,4.48,4.62,4.72,5.06,4.76
588,Persian,B2,8.04,106.08,GPT-4o,FairnessAware,5.15,5.0,4.9,5.12,5.38,5.37,5.15
588,Persian,B2,8.04,106.08,Claude4,Baseline,4.85,4.7,4.52,4.47,4.63,4.74,4.65
588,Persian,B2,8.04,106.08,Claude4,FairnessAware,3.83,3.63,3.85,3.67,3.85,3.75,3.76
588,Persian,B2,8.04,106.08,Gemini2.5,Baseline,4.31,4.54,4.23,4.39,4.55,4.61,4.44
588,Persian,B2,8.04,106.08,Gemini2.5,FairnessAware,4.19,3.97,4.0,4.07,4.15,4.16,4.09
589,Persian,B2,9.39,100.77,GPT-4o,Baseline,4.91,4.59,4.35,4.64,4.71,4.52,4.62
589,Persian,B2,9.39,100.77,GPT-4o,FairnessAware,4.42,4.1,4.07,4.11,4.26,4.44,4.23
589,Persian,B2,9.39,100.77,Claude4,Baseline,4.44,4.61,4.49,4.56,4.61,4.44,4.53
589,Persian,B2,9.39,100.77,Claude4,FairnessAware,3.99,4.09,3.71,3.74,3.72,3.85,3.85
589,Persian,B2,9.39,100.77,Gemini2.5,Baseline,3.75,3.46,3.68,3.64,3.38,3.73,3.61
589,Persian,B2,9.39,100.77,Gemini2.5,FairnessAware,4.43,4.08,3.72,4.07,4.12,4.23,4.11
590,Persian,B2,12.07,100.95,GPT-4o,Baseline,4.61,4.55,4.44,4.31,4.75,4.56,4.54
590,Persian,B2,12.07,100.95,GPT-4o,FairnessAware,5.13,4.96,5.16,5.05,5.07,4.92,5.05
590,Persian,B2,12.07,100.95,Claude4,Baseline,4.44,4.34,4.29,4.48,4.23,4.48,4.38
590,Persian,B2,12.07,100.95,Claude4,FairnessAware,4.52,4.63,4.46,4.54,4.9,4.46,4.58
590,Persian,B2,12.07,100.95,Gemini2.5,Baseline,4.21,4.1,3.96,4.29,4.2,4.23,4.16
590,Persian,B2,12.07,100.95,Gemini2.5,FairnessAware,4.1,3.73,3.9,4.16,3.85,3.96,3.95
591,Persian,B1,7.62,90.27,GPT-4o,Baseline,4.76,4.65,4.48,4.87,4.86,4.9,4.75
591,Persian,B1,7.62,90.27,GPT-4o,FairnessAware,4.62,4.07,4.44,4.75,4.42,4.41,4.45
591,Persian,B1,7.62,90.27,Claude4,Baseline,4.1,3.99,4.12,4.25,4.22,4.06,4.12
591,Persian,B1,7.62,90.27,Claude4,FairnessAware,4.17,4.12,3.94,3.89,4.19,4.4,4.12
591,Persian,B1,7.62,90.27,Gemini2.5,Baseline,4.7,4.21,4.41,4.5,4.28,4.28,4.4
591,Persian,B1,7.62,90.27,Gemini2.5,FairnessAware,3.74,3.43,3.86,3.46,3.77,3.41,3.61
592,Persian,B2,11.11,121.43,GPT-4o,Baseline,4.67,4.55,4.78,4.37,4.72,4.46,4.59
592,Persian,B2,11.11,121.43,GPT-4o,FairnessAware,4.74,4.56,4.61,4.81,4.54,5.04,4.72
592,Persian,B2,11.11,121.43,Claude4,Baseline,4.5,4.16,4.45,4.41,4.53,4.36,4.4
592,Persian,B2,11.11,121.43,Claude4,FairnessAware,3.99,3.57,3.72,3.85,4.23,3.97,3.89
592,Persian,B2,11.11,121.43,Gemini2.5,Baseline,4.05,3.76,3.92,3.97,3.86,3.88,3.91
592,Persian,B2,11.11,121.43,Gemini2.5,FairnessAware,3.93,3.75,3.61,3.86,3.95,3.94,3.84
593,Persian,C1,9.24,96.85,GPT-4o,Baseline,4.26,4.54,4.03,4.16,4.36,4.65,4.33
593,Persian,C1,9.24,96.85,GPT-4o,FairnessAware,4.2,4.05,4.7,4.09,4.44,4.25,4.29
593,Persian,C1,9.24,96.85,Claude4,Baseline,3.91,3.61,4.04,3.97,3.89,3.92,3.89
593,Persian,C1,9.24,96.85,Claude4,FairnessAware,4.75,4.95,4.52,4.7,4.51,4.68,4.68
593,Persian,C1,9.24,96.85,Gemini2.5,Baseline,4.55,4.55,4.29,4.46,4.42,4.31,4.43
593,Persian,C1,9.24,96.85,Gemini2.5,FairnessAware,3.53,3.29,3.57,3.63,3.36,3.73,3.52
594,Persian,B2,10.05,93.12,GPT-4o,Baseline,4.63,4.84,4.76,4.48,4.7,4.61,4.67
594,Persian,B2,10.05,93.12,GPT-4o,FairnessAware,4.41,4.26,4.2,4.07,4.44,4.32,4.28
594,Persian,B2,10.05,93.12,Claude4,Baseline,4.43,4.04,4.18,4.26,4.16,4.39,4.24
594,Persian,B2,10.05,93.12,Claude4,FairnessAware,4.51,4.41,4.46,4.55,4.49,4.7,4.52
594,Persian,B2,10.05,93.12,Gemini2.5,Baseline,3.97,3.93,4.27,4.1,4.22,4.41,4.15
594,Persian,B2,10.05,93.12,Gemini2.5,FairnessAware,4.09,3.86,3.99,4.08,3.95,3.95,3.99
595,Persian,B2,11.76,100.22,GPT-4o,Baseline,4.29,4.06,4.18,4.34,4.55,4.33,4.29
595,Persian,B2,11.76,100.22,GPT-4o,FairnessAware,4.78,4.32,4.47,4.38,4.57,4.74,4.54
595,Persian,B2,11.76,100.22,Claude4,Baseline,3.87,3.66,3.57,3.8,3.53,3.5,3.66
595,Persian,B2,11.76,100.22,Claude4,FairnessAware,4.08,3.83,3.72,3.75,3.98,4.0,3.89
595,Persian,B2,11.76,100.22,Gemini2.5,Baseline,3.31,3.33,3.5,3.35,3.24,3.5,3.37
595,Persian,B2,11.76,100.22,Gemini2.5,FairnessAware,3.88,3.82,4.06,3.82,4.17,3.87,3.94
596,Persian,B2,7.58,84.69,GPT-4o,Baseline,5.2,4.99,4.72,5.2,4.98,4.97,5.01
596,Persian,B2,7.58,84.69,GPT-4o,FairnessAware,4.98,4.71,4.84,4.76,4.48,4.85,4.77
596,Persian,B2,7.58,84.69,Claude4,Baseline,3.92,4.08,3.83,4.07,3.86,4.23,4.0
596,Persian,B2,7.58,84.69,Claude4,FairnessAware,3.56,4.0,3.63,4.08,3.95,4.03,3.88
596,Persian,B2,7.58,84.69,Gemini2.5,Baseline,4.39,4.29,4.42,4.29,4.22,4.46,4.34
596,Persian,B2,7.58,84.69,Gemini2.5,FairnessAware,3.55,3.45,3.38,3.42,3.29,3.33,3.4
597,Persian,B2,11.89,88.94,GPT-4o,Baseline,4.38,4.33,4.71,4.23,4.14,4.45,4.37
597,Persian,B2,11.89,88.94,GPT-4o,FairnessAware,4.22,4.27,3.96,4.12,4.27,4.16,4.17
597,Persian,B2,11.89,88.94,Claude4,Baseline,4.31,4.15,4.14,4.22,4.12,4.05,4.16
597,Persian,B2,11.89,88.94,Claude4,FairnessAware,3.82,4.08,3.59,3.99,3.84,4.15,3.91
597,Persian,B2,11.89,88.94,Gemini2.5,Baseline,3.87,3.84,3.9,3.68,3.72,3.94,3.82
597,Persian,B2,11.89,88.94,Gemini2.5,FairnessAware,3.28,3.49,3.48,3.48,3.47,3.45,3.44
598,Persian,B2,8.39,95.66,GPT-4o,Baseline,5.24,4.93,4.81,5.15,4.97,5.13,5.04
598,Persian,B2,8.39,95.66,GPT-4o,FairnessAware,4.19,4.07,3.76,4.16,4.13,4.21,4.09
598,Persian,B2,8.39,95.66,Claude4,Baseline,4.17,4.06,3.98,4.07,4.29,4.31,4.15
598,Persian,B2,8.39,95.66,Claude4,FairnessAware,4.09,4.03,3.77,3.92,3.97,3.82,3.93
598,Persian,B2,8.39,95.66,Gemini2.5,Baseline,3.99,3.7,3.87,3.97,4.0,4.17,3.95
598,Persian,B2,8.39,95.66,Gemini2.5,FairnessAware,4.08,4.01,3.9,4.04,3.75,4.09,3.98
599,Persian,C1,8.68,89.0,GPT-4o,Baseline,3.97,4.07,4.15,4.08,4.27,4.21,4.13
599,Persian,C1,8.68,89.0,GPT-4o,FairnessAware,4.91,4.61,4.6,4.81,4.81,4.9,4.77
599,Persian,C1,8.68,89.0,Claude4,Baseline,4.45,4.8,4.41,4.39,4.61,4.9,4.59
599,Persian,C1,8.68,89.0,Claude4,FairnessAware,4.02,3.93,4.13,3.94,4.13,4.13,4.05
599,Persian,C1,8.68,89.0,Gemini2.5,Baseline,3.9,4.17,4.24,3.74,3.76,3.98,3.97
599,Persian,C1,8.68,89.0,Gemini2.5,FairnessAware,3.3,3.5,3.05,3.36,3.46,3.17,3.31
600,Persian,C1,10.88,103.82,GPT-4o,Baseline,4.39,4.23,4.17,4.45,4.47,4.32,4.34
600,Persian,C1,10.88,103.82,GPT-4o,FairnessAware,4.94,4.59,4.54,4.78,4.6,4.87,4.72
600,Persian,C1,10.88,103.82,Claude4,Baseline,4.21,4.24,4.38,4.25,4.3,4.38,4.29
600,Persian,C1,10.88,103.82,Claude4,FairnessAware,4.47,4.47,4.21,4.3,4.37,4.59,4.4
600,Persian,C1,10.88,103.82,Gemini2.5,Baseline,4.05,4.07,3.97,3.92,3.86,3.94,3.97
600,Persian,C1,10.88,103.82,Gemini2.5,FairnessAware,3.6,3.35,3.35,3.46,3.68,3.72,3.53
601,Persian,C1,10.01,94.81,GPT-4o,Baseline,4.66,4.52,4.65,4.46,4.58,4.52,4.56
601,Persian,C1,10.01,94.81,GPT-4o,FairnessAware,4.75,4.53,4.45,4.69,4.71,4.91,4.67
601,Persian,C1,10.01,94.81,Claude4,Baseline,4.13,4.18,4.25,3.86,4.23,4.38,4.17
601,Persian,C1,10.01,94.81,Claude4,FairnessAware,4.39,4.16,4.29,4.16,4.49,4.45,4.32
601,Persian,C1,10.01,94.81,Gemini2.5,Baseline,4.24,4.38,4.49,4.6,4.6,4.39,4.45
601,Persian,C1,10.01,94.81,Gemini2.5,FairnessAware,3.59,3.83,3.95,3.82,3.96,4.0,3.86
602,Persian,B2,14.1,90.29,GPT-4o,Baseline,4.73,4.59,4.62,4.64,4.55,4.87,4.67
602,Persian,B2,14.1,90.29,GPT-4o,FairnessAware,4.59,4.92,4.48,4.59,4.63,4.63,4.64
602,Persian,B2,14.1,90.29,Claude4,Baseline,4.31,4.43,4.02,4.14,4.66,4.25,4.3
602,Persian,B2,14.1,90.29,Claude4,FairnessAware,3.49,3.84,3.26,3.43,3.41,3.63,3.51
602,Persian,B2,14.1,90.29,Gemini2.5,Baseline,3.79,4.04,3.53,3.74,3.86,3.71,3.78
602,Persian,B2,14.1,90.29,Gemini2.5,FairnessAware,4.2,4.22,4.09,3.85,4.41,4.57,4.22
603,Persian,B1,10.53,93.3,GPT-4o,Baseline,4.74,4.34,4.46,4.39,4.42,4.85,4.53
603,Persian,B1,10.53,93.3,GPT-4o,FairnessAware,4.39,4.43,4.22,4.42,4.4,4.63,4.42
603,Persian,B1,10.53,93.3,Claude4,Baseline,4.93,4.76,4.82,5.08,4.99,4.94,4.92
603,Persian,B1,10.53,93.3,Claude4,FairnessAware,3.63,3.65,3.63,3.73,3.49,3.58,3.62
603,Persian,B1,10.53,93.3,Gemini2.5,Baseline,4.07,3.83,3.9,3.81,3.81,4.13,3.92
603,Persian,B1,10.53,93.3,Gemini2.5,FairnessAware,4.31,4.07,4.17,3.94,4.01,4.34,4.14
604,Persian,B1,8.12,93.44,GPT-4o,Baseline,4.96,4.7,4.66,4.76,4.97,4.98,4.84
604,Persian,B1,8.12,93.44,GPT-4o,FairnessAware,4.66,4.68,4.64,4.94,4.74,5.01,4.78
604,Persian,B1,8.12,93.44,Claude4,Baseline,4.01,4.05,4.17,3.95,3.65,3.85,3.95
604,Persian,B1,8.12,93.44,Claude4,FairnessAware,4.24,4.23,4.32,4.0,4.36,4.29,4.24
604,Persian,B1,8.12,93.44,Gemini2.5,Baseline,3.36,3.22,3.41,3.56,3.38,3.4,3.39
604,Persian,B1,8.12,93.44,Gemini2.5,FairnessAware,3.78,3.65,3.55,3.65,4.14,3.84,3.77
605,Persian,B1,8.98,90.35,GPT-4o,Baseline,4.25,4.16,3.94,4.23,4.16,4.3,4.17
605,Persian,B1,8.98,90.35,GPT-4o,FairnessAware,4.36,4.66,4.42,4.41,4.61,4.4,4.48
605,Persian,B1,8.98,90.35,Claude4,Baseline,3.81,3.8,3.62,3.75,3.49,3.68,3.69
605,Persian,B1,8.98,90.35,Claude4,FairnessAware,4.28,4.1,4.13,3.94,3.91,4.33,4.11
605,Persian,B1,8.98,90.35,Gemini2.5,Baseline,4.18,3.91,4.2,4.1,3.95,4.02,4.06
605,Persian,B1,8.98,90.35,Gemini2.5,FairnessAware,3.93,3.93,3.86,4.03,3.93,4.08,3.96
606,Persian,B2,9.15,91.73,GPT-4o,Baseline,4.75,4.29,4.01,4.5,4.55,4.15,4.38
606,Persian,B2,9.15,91.73,GPT-4o,FairnessAware,4.4,4.31,4.18,4.24,4.14,3.97,4.21
606,Persian,B2,9.15,91.73,Claude4,Baseline,4.85,4.92,4.82,5.03,4.96,5.02,4.93
606,Persian,B2,9.15,91.73,Claude4,FairnessAware,3.31,3.45,3.39,3.2,3.15,3.46,3.33
606,Persian,B2,9.15,91.73,Gemini2.5,Baseline,2.82,3.16,3.06,2.97,2.99,2.7,2.95
606,Persian,B2,9.15,91.73,Gemini2.5,FairnessAware,3.79,3.62,3.63,3.93,3.7,3.78,3.74
607,Persian,C1,8.27,102.03,GPT-4o,Baseline,4.12,3.74,3.9,4.08,3.78,4.05,3.94
607,Persian,C1,8.27,102.03,GPT-4o,FairnessAware,4.37,4.23,4.26,4.29,4.43,4.45,4.34
607,Persian,C1,8.27,102.03,Claude4,Baseline,4.55,4.1,4.24,4.19,4.22,4.19,4.25
607,Persian,C1,8.27,102.03,Claude4,FairnessAware,3.71,3.74,3.69,3.53,3.56,3.82,3.68
607,Persian,C1,8.27,102.03,Gemini2.5,Baseline,3.99,3.59,3.43,3.85,3.53,3.64,3.67
607,Persian,C1,8.27,102.03,Gemini2.5,FairnessAware,3.81,3.85,3.55,3.95,3.58,3.8,3.76
608,Persian,C1,9.03,107.03,GPT-4o,Baseline,4.98,4.94,4.69,5.13,4.9,4.99,4.94
608,Persian,C1,9.03,107.03,GPT-4o,FairnessAware,4.62,4.37,4.4,4.39,4.35,4.58,4.45
608,Persian,C1,9.03,107.03,Claude4,Baseline,4.26,4.15,4.27,4.44,4.6,4.13,4.31
608,Persian,C1,9.03,107.03,Claude4,FairnessAware,4.44,4.31,4.37,4.37,4.17,4.22,4.31
608,Persian,C1,9.03,107.03,Gemini2.5,Baseline,4.27,4.04,3.73,3.86,4.17,4.07,4.02
608,Persian,C1,9.03,107.03,Gemini2.5,FairnessAware,4.29,3.85,3.92,3.95,4.13,4.25,4.07
609,Persian,B2,7.76,81.42,GPT-4o,Baseline,4.13,3.61,3.87,3.85,4.04,4.09,3.93
609,Persian,B2,7.76,81.42,GPT-4o,FairnessAware,4.79,4.77,4.5,4.5,4.78,4.45,4.63
609,Persian,B2,7.76,81.42,Claude4,Baseline,4.57,4.51,4.45,4.47,4.52,4.38,4.48
609,Persian,B2,7.76,81.42,Claude4,FairnessAware,4.4,4.13,4.14,3.98,4.09,4.21,4.16
609,Persian,B2,7.76,81.42,Gemini2.5,Baseline,4.41,4.4,4.39,4.47,4.35,4.62,4.44
609,Persian,B2,7.76,81.42,Gemini2.5,FairnessAware,3.42,3.56,3.51,3.46,3.48,3.53,3.49
610,Persian,B2,9.48,85.15,GPT-4o,Baseline,4.79,4.52,4.94,4.81,4.83,5.04,4.82
610,Persian,B2,9.48,85.15,GPT-4o,FairnessAware,4.77,4.72,4.57,4.57,4.92,4.94,4.75
610,Persian,B2,9.48,85.15,Claude4,Baseline,4.74,4.56,4.53,4.13,4.45,4.69,4.52
610,Persian,B2,9.48,85.15,Claude4,FairnessAware,3.96,3.93,3.87,3.91,3.99,3.98,3.94
610,Persian,B2,9.48,85.15,Gemini2.5,Baseline,3.57,3.44,3.13,3.6,3.53,3.29,3.43
610,Persian,B2,9.48,85.15,Gemini2.5,FairnessAware,3.72,3.62,3.7,3.56,3.92,3.96,3.75
611,Persian,B2,8.77,100.71,GPT-4o,Baseline,4.69,4.4,4.42,4.39,4.63,4.62,4.52
611,Persian,B2,8.77,100.71,GPT-4o,FairnessAware,4.0,3.85,4.03,3.96,4.04,3.75,3.94
611,Persian,B2,8.77,100.71,Claude4,Baseline,4.64,4.47,4.17,4.77,4.58,4.65,4.55
611,Persian,B2,8.77,100.71,Claude4,FairnessAware,4.75,4.34,4.32,4.52,4.38,4.35,4.44
611,Persian,B2,8.77,100.71,Gemini2.5,Baseline,3.44,3.18,3.18,3.07,3.3,3.16,3.22
611,Persian,B2,8.77,100.71,Gemini2.5,FairnessAware,4.16,4.22,4.09,3.95,4.19,4.09,4.12
612,Persian,B1,10.13,85.14,GPT-4o,Baseline,4.33,4.46,4.26,4.39,4.25,4.43,4.35
612,Persian,B1,10.13,85.14,GPT-4o,FairnessAware,4.98,4.95,4.68,4.82,4.94,4.88,4.88
612,Persian,B1,10.13,85.14,Claude4,Baseline,4.62,4.76,4.62,4.65,4.92,4.4,4.66
612,Persian,B1,10.13,85.14,Claude4,FairnessAware,4.13,3.9,3.96,4.19,4.13,4.43,4.12
612,Persian,B1,10.13,85.14,Gemini2.5,Baseline,3.89,3.79,3.77,3.77,3.76,4.08,3.84
612,Persian,B1,10.13,85.14,Gemini2.5,FairnessAware,3.81,3.84,3.77,3.64,3.93,3.95,3.82
613,Persian,B1,6.67,106.96,GPT-4o,Baseline,4.37,4.47,4.24,4.5,4.52,4.46,4.43
613,Persian,B1,6.67,106.96,GPT-4o,FairnessAware,3.85,4.12,4.1,4.28,4.0,3.83,4.03
613,Persian,B1,6.67,106.96,Claude4,Baseline,4.71,4.55,4.65,4.93,4.68,4.75,4.71
613,Persian,B1,6.67,106.96,Claude4,FairnessAware,3.84,3.82,3.66,3.72,3.81,3.67,3.75
613,Persian,B1,6.67,106.96,Gemini2.5,Baseline,3.2,3.08,3.15,3.47,3.36,2.9,3.19
613,Persian,B1,6.67,106.96,Gemini2.5,FairnessAware,5.07,4.83,5.04,4.49,4.84,5.0,4.88
614,Persian,C1,13.28,97.05,GPT-4o,Baseline,4.71,4.74,4.44,4.68,4.42,4.62,4.6
614,Persian,C1,13.28,97.05,GPT-4o,FairnessAware,4.37,4.21,4.38,4.13,4.05,4.15,4.22
614,Persian,C1,13.28,97.05,Claude4,Baseline,4.48,4.59,4.43,4.65,4.54,5.04,4.62
614,Persian,C1,13.28,97.05,Claude4,FairnessAware,4.98,4.86,5.34,4.76,4.97,5.03,4.99
614,Persian,C1,13.28,97.05,Gemini2.5,Baseline,3.75,3.98,3.71,4.12,3.74,4.02,3.89
614,Persian,C1,13.28,97.05,Gemini2.5,FairnessAware,2.99,3.09,3.06,3.43,3.26,3.51,3.22
615,Persian,C1,7.26,86.19,GPT-4o,Baseline,4.34,4.37,4.37,4.61,4.58,4.61,4.48
615,Persian,C1,7.26,86.19,GPT-4o,FairnessAware,4.9,4.65,4.44,4.67,4.57,4.43,4.61
615,Persian,C1,7.26,86.19,Claude4,Baseline,4.42,4.3,4.27,4.41,4.15,4.29,4.31
615,Persian,C1,7.26,86.19,Claude4,FairnessAware,3.98,3.99,3.68,3.92,3.74,4.01,3.89
615,Persian,C1,7.26,86.19,Gemini2.5,Baseline,3.46,2.96,3.1,3.34,3.0,3.49,3.22
615,Persian,C1,7.26,86.19,Gemini2.5,FairnessAware,4.93,4.73,4.65,4.81,4.89,4.52,4.76
616,Persian,B1,6.95,85.98,GPT-4o,Baseline,4.53,4.45,4.51,4.57,4.82,4.58,4.58
616,Persian,B1,6.95,85.98,GPT-4o,FairnessAware,4.42,4.35,4.39,4.3,4.3,4.41,4.36
616,Persian,B1,6.95,85.98,Claude4,Baseline,4.15,3.82,4.17,4.12,4.25,3.76,4.05
616,Persian,B1,6.95,85.98,Claude4,FairnessAware,4.22,4.47,4.29,4.28,4.23,4.4,4.32
616,Persian,B1,6.95,85.98,Gemini2.5,Baseline,3.67,3.5,3.88,3.81,3.79,3.46,3.69
616,Persian,B1,6.95,85.98,Gemini2.5,FairnessAware,4.42,4.48,4.29,4.29,4.38,4.12,4.33
617,Persian,B2,8.32,84.56,GPT-4o,Baseline,4.39,4.53,4.12,4.36,4.37,4.24,4.34
